Name,City,District,Address,Latitude,Longitude,Type,Languages,AgeRange,Rating,Students,Fees,Curriculum,Website,Phone,Specialties
Károlyi István Gyermekközpont,Fót,,"Fót, Vörösmarty Mihály tér 2, 2151",47.6078148,19.1969543,School,Hungarian,6-18,4.3,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.kigyk.hu/,(06 27) 358 022,
Magyarországi Evangélikus Egyház Kántorképző Intézete,Fót,,"Fót, Ibolyás u. 6, 2151",47.6080246,19.2023002,Religious,Hungarian,6-18,5,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),http://kantorkepzo.lutheran.hu/,,Lutheran education
TáncPont Tánciskola Fót,Fót,,"Fót, Vörösmarty Mihály tér 3, 2151",47.6073162,19.1970117,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),https://tancpont.hu/,06 30 440 9718,
KucKód,Fót,,"Fót, Eötvös Lóránd u. 9, 2151",47.6092089,19.1958557,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,06 20 410 8982,
Kistarcsai Gesztenyés Óvoda,Kistarcsa,,"Kistarcsa, Eperjesi utca 1., 2143",47.5400905,19.2564543,Kindergarten,Hungarian,3-6,3.4,,Public (Free),Hungarian National Curriculum (NAT),http://www.kistarcsaovi.hu/,(06 28) 470 745,
Kistarcsa Városi Óvoda Tölgyfa Óvoda,Kistarcsa,,"Kistarcsa, Széchenyi u. 61, 2143",47.5451033,19.2644015,Kindergarten,Hungarian,3-6,3,,Public (Free),Hungarian National Curriculum (NAT),http://www.kistarcsaovi.hu/,(06 28) 470 246,
Szent Anna Katolikus Óvoda,Kistarcsa,,"Kistarcsa, Pozsonyi u. 8, 2143",47.5428442,19.2620761,"Kindergarten, Religious",Hungarian,3-6,5,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),https://www.szentannaovi.hu/,(06 28) 753 619,Catholic education
Rókalepke Óvoda,Kistarcsa,,"Kistarcsa, Munkácsy Mihály u. 15/A, 2143",47.54549,19.2702227,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://rokalepkeovoda.hu/,(06 28) 753 844,
Óvodák,Kistarcsa,,"Kistarcsa, Széchenyi u. 63, 2143",47.5451855,19.2642584,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 28) 470 845,
Simándy József Általános Iskola,Kistarcsa,,"Kistarcsa, Ifjúság tér 3, 2143",47.5461454,19.2644871,Elementary,Hungarian,6-14,,2026,Public (Free),Hungarian National Curriculum (NAT),https://kistarcsa-simandy.hu/,(06 28) 470 390,
Általános Iskolák,Kistarcsa,,"Kistarcsa, Kölcsey Ferenc u. 1, 2143",47.5452981,19.2651366,School,Hungarian,6-14,4,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 28) 470 390,
Péceli Nyitnikék óvoda,Pécel,,"Pécel, Petőfi u. 1, 2119",47.4953315,19.3357932,Kindergarten,Hungarian,3-6,3.9,,Public (Free),Hungarian National Curriculum (NAT),https://hu-hu.facebook.com/pages/category/Government-Organization/Nyitnik%C3%A9k-%C3%B3voda-P%C3%A9cel-508012805954456/,(06 28) 547 205,
Szivárvány óvoda,Pécel,,"Pécel, Szent Imre krt. 13, 2119",47.4869873,19.3357858,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 28) 662 082,
Péceli Gesztenyés óvoda,Isaszeg,,"Pécel, Isaszegi út 3, 2119",47.4911103,19.3431957,Kindergarten,Hungarian,3-6,4,,Public (Free),Hungarian National Curriculum (NAT),,(06 28) 662 083,
Planet Kids Magánóvoda Pécel,Pécel,,"Pécel, Szemere Pál u. 8, 2119",47.48994039999999,19.3382038,Kindergarten,Hungarian,3-6,5,,Private (Fee-paying),Hungarian National Curriculum (NAT),https://planetkids.hu/,(06 28) 741 105,
Péceli Református Egyházközség Harangvirág Óvoda,Pécel,,"Pécel, Eszperantó köz 1, 2119",47.4874308,19.3438766,"Kindergarten, Religious",Hungarian,3-6,4.2,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),,,Reformed Church education
Refovipecel,Pécel,,"Pécel, Eszperantó köz 1, 2119",47.4870693,19.3424467,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),https://www.refovipecel.hu/,06 20 992 3209,
Péceli Gesztenyés Óvoda,Pécel,,"Pécel, Szent Imre krt. 1, 2119",47.489342,19.335263,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,(06 28) 547 145,
Bóbita magánóvoda,Isaszeg,,"Pécel, Isaszegi út 43, 2119",47.4914802,19.3515368,Kindergarten,Hungarian,3-6,,,Private (Fee-paying),Hungarian National Curriculum (NAT),,06 30 934 6740,
Bölcsőde,Pécel,,"Pécel, Szemere Pál u. 6, 2119",47.4899196,19.3379104,Nursery,Hungarian,6-18,4.7,,Unknown (Needs verification),IB (International Baccalaureate),http://www.napsugarbolcsode.hu/,06 20 801 2747,
Mézeskalács Óvoda,Budapest,XVII,"Budapest, Tanár u. 7, 1171",47.4853773,19.2849441,Kindergarten,Hungarian,3-6,4.6,,Public (Free),IB (International Baccalaureate),http://www.mezeskalacsovoda.hu/,(06 1) 257 3893,
Péceli Integrált Oktatási Központ Általános Iskola és Gimnázium,Pécel,,"Pécel, Kossuth tér 7, 2119",47.4885895,19.3413133,Elementary,Hungarian,6-14,4.5,,Public (Free),IB (International Baccalaureate),http://www.piok.hu/,(06 28) 662 044,
Szamóca Gyermekcentrum Közhasznú Alapítvány,Vác,,"Pécel, Kovács u. 4, 2119",47.490028,19.3376624,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,06 30 592 0823,
Legjobbiskola,Pécel,,"Pécel, Kossuth tér, 2119",47.4887314,19.3403895,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),https://www.kozepiskolairangsor.hu/instit/search?use_distance=on&distance=5&lat=47.49663700&lon=19.33602100&tf[]=altalanos_iskola&comp=100032378004,(06 28) 547 300,
"Fáy András Mezőgazdasági Technikum, Szakképző Iskola és Kollégium",Pécel,,"Pécel, Maglódi út 57, 2119",47.4827172,19.3423963,Technical School,Hungarian,6-18,,40,Unknown (Needs verification),IB (International Baccalaureate),http://www.faysulipecel.hu/,(06 28) 547 396,
Ráday Pál gimnázium,Pécel,,"Pécel, Kossuth tér 7, 2119",47.48943,19.3423195,Gymnasium,Hungarian,14-18,,,Public (Free),Hungarian National Curriculum,https://rpgweb.piok.hu/,(06 28) 662 048,
Péceli Alapfokú Művészeti Iskola,Pécel,,"Pécel, Kossuth tér 3, 2119",47.4883848,19.3403633,School,Hungarian,6-18,4.9,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 28) 662 033,Arts programs
Petőfi Sándor Általános Iskola,Pécel,,"Pécel, Petőfi Sándor u. 15, 2119",47.4980882,19.336331,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),,(06 28) 455 744,
Pécel Városi Zeneiskola,Pécel,,"Pécel, Kossuth tér 3, 2119",47.4884147,19.3403091,School,Hungarian,6-18,5,,Public (Free),IB (International Baccalaureate),http://pecelizeneiskola.uw.hu/,(06 28) 662 033,
P.K.K.I. Péceli Kutyakiképző Iskola,Pécel,,"Pécel, 067 43, 2119",47.472958,19.3599939,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,06 20 955 0896,
Vasárnapi Iskolai Szövetség - Gyermek Evangélizációs közösség,Pécel,,"Pécel, Nyírfa u. 1, 2119",47.4767877,19.3414464,School,Hungarian,6-18,4.8,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.visz.org/,(06 28) 547 960,
BM PVOP Polgári Védelmi Oktatási Intézet,Pécel,,"Pécel, Szent Imre krt. 3, 2119",47.4881107,19.3336658,School,Hungarian,6-18,2,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 28) 455 378,
Balogh Tibor Autósiskola,Pécel,,"Pécel, Baross Gábor utca 5-7, 2119",47.49217489999999,19.3437348,IB School,Hungarian,6-18,5,,Private (Fee-paying),IB (International Baccalaureate),http://btautosiskola.hu/,06 20 356 9392,
RelaxCar Autósiskola,Pécel,,"Pécel, Pesti út 42, 2119",47.49062499999999,19.3267333,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.relaxcar.hu/,06 20 311 8185,
Kutyanevelde Pécel Kutyaiskola Pécelen,Pécel,,"Pécel, Erzsébet stny. 35, 2119",47.4943246,19.3369359,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.kutyaneveldepecel.hu/,06 70 315 9076,
Adventista Teológiai Főiskola Pécel,Pécel,,"Pécel, Ráday u. 12, 2119",47.489116,19.3476884,School,Hungarian,6-18,,,Unknown (Needs verification),IB (International Baccalaureate),http://www.atf.hu/,(06 28) 547 295,
Maglódi Hétszínvirág Művészeti Óvoda,Maglód,,"Maglód, Rákóczi u. 1-3, 2234",47.442753,19.3496363,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://maglodovoda.hu/,(06 29) 326 125,Arts programs
Maglódi Napsugár Óvoda,Maglód,,"Maglód, József Attila krt. 29, 2234",47.44086040000001,19.3580744,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://napovoda.hu/,(06 29) 325 193,
Maglódi Szivárvány Óvoda,Maglód,,"Maglód, Lövéte u 1-3., 2234",47.446619,19.3762453,Kindergarten,Hungarian,3-6,5,,Public (Free),IB (International Baccalaureate),http://szivarvanyovoda-maglod.hu/,(06 29) 740 508,
Vackor,Maglód,,"Maglód, Pasteur Lajos u. 26, 2234",47.441002,19.376037,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
Maglódi Vermesy Péter Általános és Alapfokú Művészeti Iskola,Maglód,,"Maglód, Fő u. 1, 2234",47.44257899999999,19.348661,School,Hungarian,6-14,3.5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),https://www.maglodis.hu/,(06 29) 325 102,Arts programs
Vermesy Péter Művészeti Iskola (Nyaralói Iskola alsó tagozat),Maglód,,"Maglód, József Attila krt. 33-35, 2234",47.4407722,19.3587075,Primary,Hungarian,6-18,,,Unknown (Needs verification),IB Primary Years Programme (PYP),http://www.maglodis.hu/,(06 29) 325 139,Arts programs
Maglódi Vermesy Péter Általános Iskola és AMI,Maglód,,"Maglód, Aradi vértanúk u. 61-63, 2234",47.4541291,19.3383658,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),,,
Aradi utcai iskola,Maglód,,"Maglód, Aradi vértanúk u. 67-69, 2234",47.4547204,19.3379368,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
Gyömrői Arany János Óvoda,Gyömrő,,"Gyömrő, Arany János u. 28, 2230",47.4328206,19.3950452,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 29) 330 076,
Gyömrői Varázskert Óvoda,Gyömrő,,"Gyömrő, Dózsa György út 1, 2230",47.4136813,19.397785,Kindergarten,Hungarian,3-6,5,,Public (Free),IB (International Baccalaureate),http://www.mesevartagovi.gportal.hu/,(06 29) 331 536,
Gyömrői Kastélydomb Óvoda,Gyömrő,,"Gyömrő, Gr. Pálffy utca 1-5, 2230",47.4062809,19.406678,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://kastelydombovi.webnode.hu/,(06 29) 745 485,
Gyömrői Bóbita Óvoda,Gyömrő,,"Gyömrő, Pázmány u. 52, 2230",47.42629609999999,19.4026,Kindergarten,Hungarian,3-6,4.6,,Public (Free),IB (International Baccalaureate),https://www.gyomro.hu/gyermekintezmenyek/ovodak.html,(06 29) 330 069,
Gyömrői Mesevár Óvoda,Gyömrő,,"Gyömrő, Kossuth Ferenc u. 24, 2230",47.4272854,19.3906595,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),https://www.mesevar-ovoda.webnode.hu/,(06 29) 331 443,
Gyömrői Tündérsziget Óvoda,Gyömrő,,"Gyömrő, Deák Ferenc u. 26, 2230",47.42857799999999,19.3877242,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),https://www.tundersziget-ovoda.webnode.hu/,,
Gyömrői Református Óvoda,Gyömrő,,"Gyömrő, Kassai u. 11, 2230",47.436092,19.3848358,"Kindergarten, Religious",Hungarian,3-6,5,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),https://www.gyomrorefovi.hu/,06 30 070 9869,Reformed Church education
Benibú a Gyerekparadicsom Napközbeni Gyermekfelügyelet,Gyömrő,,"Gyömrő, Wekerle u. 67, 2230",47.4363579,19.3950606,IB School,Hungarian,6-18,5,,Private (Fee-paying),Hungarian National Curriculum (NAT),,,
Gyömrői Fekete István Általános Iskola,Gyömrő,,"Gyömrő, Kossuth Ferenc u. 5-7, 2230",47.42370280000001,19.3869147,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),https://www.fekete-gyomro.edu.hu/,(06 29) 331 311,
Gyömrői Weöres Sándor ÁI. AMI,Gyömrő,,"Gyömrő, Fő tér 2/b, 2230",47.421179,19.394481,School,Hungarian,6-18,,2025,Unknown (Needs verification),IB (International Baccalaureate),https://weoresiskola.hu/,(06 29) 330 135,
Gyömrői EGYMI (Teleki Kastély ),Gyömrő,,"Gyömrő, Üllői út 26, 2230",47.4104142,19.3941039,Primary,Hungarian,6-18,4.4,,Unknown (Needs verification),IB (International Baccalaureate),http://www.telekikastely.edu.hu/,,
Weöres Sándor Általános Iskola,Gyömrő,,"Gyömrő, Csokonai u. 58, 2230",47.4250086,19.4057976,Elementary,Hungarian,6-14,,2025,Public (Free),IB (International Baccalaureate),https://weoresiskola.hu/,(06 29) 331 444,
Weöres Sándor Általános Iskola,Gyömrő,,"Gyömrő, Erzsébet u. 18, 2230",47.4324023,19.3969349,Elementary,Hungarian,6-14,,2025,Public (Free),IB (International Baccalaureate),https://weoresiskola.hu/,(06 29) 330 043,
Kis Zseni Mentális Aritmetika Iskola Gyömrő,Gyömrő,,"Gyömrő, Szent István út 21, 2230",47.4228913,19.3944225,School,Hungarian,6-18,5,,Unknown (Needs verification),IB (International Baccalaureate),https://www.kiszsenitanfolyam.hu/,06 70 942 6762,
II. Rákóczi Ferenc Általános Iskola,Gyömrő,,"Gyömrő, Bajcsy-Zsilinszky út 79, 2230",47.4118935,19.3988082,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),,(06 29) 330 039,
Teleki László Gimnázium,Gyömrő,,"Gyömrő, Szent István út 69-71, 2230",47.4265897,19.3990377,Gymnasium,Hungarian,14-18,,,Public (Free),Hungarian National Curriculum,http://www.telgisz.hu/,(06 29) 330 015,
Gyarmati Tanoda Autós-Motoros Iskola Kft.,Gyömrő,,"Gyömrő, IRODA:2230 Gyömrő, Táncsics M.u.88, Bercsényi Miklós u. 9, 2230",47.4240872,19.3910223,School,Hungarian,6-18,4.9,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.gyarmati-tanoda.hu/,06 30 962 1816,
TSMT Ferenczei Éva,Gyömrő,,"Gyömrő, Szent Imre út 98, 2230",47.4312979,19.3854432,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,06 70 617 5667,
Tündi&Ági Tanoda,Gyömrő,,"Gyömrő, Malom u. 16, 2230",47.4190547,19.3921607,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,06 30 867 7907,
Vecsési Tündérkert Óvoda,Vecsés,,"Vecsés, Halmy József tér 1-a 2220, 2220",47.40842809999999,19.2484197,Kindergarten,Hungarian,3-6,4.7,,Public (Free),Hungarian National Curriculum (NAT),http://www.tunderkertovoda.hu/,,
Vecsési Bálint Ágnes Óvoda,Vecsés,,"Vecsés, Toldy Ferenc u. 31, 2220",47.4003336,19.2608645,Kindergarten,Hungarian,3-6,3.7,,Public (Free),IB (International Baccalaureate),https://www.balintagnesovoda.hu/,(06 29) 350 147,
Falusi Nemzetiségi Óvoda,Vecsés,,"Vecsés, Fő út 83, 2220",47.40953649999999,19.2780221,Kindergarten,Hungarian,3-6,4.3,,Public (Free),Hungarian National Curriculum (NAT),http://www.falusiovi.hu/,(06 29) 350 310,
Mosolyország Óvoda,Vecsés,,"Vecsés, Kisfaludy u. 13-15, 2220",47.4085104,19.2634794,Kindergarten,Hungarian,3-6,4.9,,Public (Free),Hungarian National Curriculum (NAT),http://www.mosolyorszagovi.hu/menu/alapitvanyunk,(06 1) 174 2283,
Vecsési Református Óvoda,Vecsés,,"Vecsés, Árpád u. 6, 2220",47.4072373,19.2600718,"Kindergarten, Religious",Hungarian,3-6,4.8,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),http://www.reformatusovi-vecses.hu/,(06 29) 357 697,Reformed Church education
Mosolyország Óvoda,Vecsés,,"Vecsés, Tompa u. 25, 2220",47.4042752,19.2673473,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,(06 29) 350 554,
Tündérkert Óvoda,Vecsés,,"Vecsés, Tompa u. 25, 2220",47.4042752,19.2673473,Kindergarten,Hungarian,3-6,,,Public (Free),IB (International Baccalaureate),https://www.tunderkertovoda.hu/ovodatortenet,(06 29) 350 354,
Gulliver családi bölcsőde,Vecsés,,"Vecsés, Damjanich u. 71/b, 2220",47.4077207,19.2427769,Nursery,Hungarian,6-18,4.5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.gulliverbolcsode.hu/,06 20 393 1782,
Brunszvik Óvoda,Vecsés,,"Vecsés, Telepi út 43, 2220",47.4063757,19.2643729,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,(06 29) 350 235,
Ovis találkozópont - Káposztafeszt,Vecsés,,"Vecsés, Kálmán u. 6-4, 2220",47.40793439999999,19.2738114,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
Tündérkert Óvoda,Vecsés,,"Vecsés, Toldy Ferenc u., 2220",47.4002272,19.2596631,Kindergarten,Hungarian,3-6,,,Public (Free),IB (International Baccalaureate),https://www.tunderkertovoda.hu/ovodatortenet,(06 29) 350 147,
Tündérkert Óvoda,Vecsés,,"Vecsés, Árpád u., 2220",47.4074,19.2604112,Kindergarten,Hungarian,3-6,,,Public (Free),IB (International Baccalaureate),https://www.tunderkertovoda.hu/ovodatortenet,(06 29) 357 697,
Tündérkert Óvoda,Vecsés,,"Vecsés, Telepi út 43, 2220",47.4063757,19.2643729,Kindergarten,Hungarian,3-6,,,Public (Free),IB (International Baccalaureate),http://www.tunderkertovoda.hu/ovodatortenet,(06 29) 350 235,
Vecsési Andrássy Gyula Általános Iskola,Vecsés,,"Vecsés, Erzsébet tér 1, 2220",47.4001341,19.2578115,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),https://andrassy-vecses.hu/,(06 29) 350 408,
Grassalkovich Antal Német Nemzetiségi és Kétnyelvű Általános Iskola,Vecsés,,"Vecsés, Fő út 92, 2220",47.4086407,19.2777944,Elementary,"German, Hungarian",6-14,,,Public (Free),Hungarian National Curriculum,http://grassalkovich-vecses.hu/,(06 29) 351 347,German language program
Halmi Telepi Általános Iskola,Vecsés,,"Vecsés, Halmy József tér 1, 2220",47.4084651,19.2499794,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.halmisuli.hu/,(06 29) 350 338,
Vecsési Zenei Alapfokú Művészeti Iskola,Vecsés,,"Vecsés, Erzsébet tér 1, 2220",47.4001087,19.2583551,School,Hungarian,6-18,4.3,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.vecsesi-zeneiskola.hu/,,"Arts programs, Music programs"
Andrássy Iskola,Vecsés,,"Vecsés, Toldy Ferenc u. 42, 2220",47.3999999,19.2573501,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
"Vecsés, Iskola utca",Vecsés,,"Vecsés, 2220",47.40713299999999,19.281384,School,Hungarian,6-18,4.7,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
Barabás autósiskola,Vecsés,,"Vecsés, Attila u. 24, 2220",47.41345219999999,19.2572452,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum,https://barabasautosiskola.hu/,06 20 993 0962,
Pillecukor Fejlesztőház,Vecsés,,"Vecsés, Táncsics Mihály u. 30, 2220",47.4054522,19.2493978,School,Hungarian,6-18,4.7,,Unknown (Needs verification),IB (International Baccalaureate),https://pillecukorfejlesztohaz.hu/,06 20 528 6963,
Onhausz Erika,Vecsés,,"Vecsés, Fő út 180, 2220",47.4134518,19.264389,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,06 30 628 7398,
"Vecsés, Iskola utca",Vecsés,,"Vecsés, 2220",47.407338,19.280745,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
